FORMULARIO,,,DIGNIDAD,LISTA,PARTIDO,,,PROVINCIA,CIRCUNSCRIPCIÓN,NOMBRE,NOMBRE DE PAPELETA,ORDEN,RESOLUCIÓN,FECHA DE CALIFICACIÓN
173,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,19,UNION ECUATORIANA,,,MANABI                                            ,CIRCUNSCRIPCIÓN 2 - SUR,GOMEZ MURILLO EDWIN ENRIQUE,EDWIN GOMEZ,1,JPEM-0000049-28-10-2020,10/28/20 0:00
173,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,19,UNION ECUATORIANA,,,MANABI                                            ,CIRCUNSCRIPCIÓN 2 - SUR,JUMBO RENTERIA MARCOS JIMY,MARCOS JUMBO,3,JPEM-0000049-28-10-2020,10/28/20 0:00
173,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,19,UNION ECUATORIANA,,,MANABI                                            ,CIRCUNSCRIPCIÓN 2 - SUR,VALLEJO ZAMBRANO HECTOR EDUARDO,HECTOR VALLEJO,5,JPEM-0000049-28-10-2020,10/28/20 0:00
174,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,19,UNION ECUATORIANA,,,MANABI                                            ,CIRCUNSCRIPCIÓN 1 - NORTE,LINCE ROSADO JULY JAMILETH,JULY LINCE,4,JPEM-000050-28-10-2020,10/28/20 0:00
174,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,19,UNION ECUATORIANA,,,MANABI                                            ,CIRCUNSCRIPCIÓN 1 - NORTE,MENENDEZ RODRIGUEZ SHIRLEY ISABEL,SHIRLEY MENENDEZ,2,JPEM-000050-28-10-2020,10/28/20 0:00
174,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,19,UNION ECUATORIANA,,,MANABI                                            ,CIRCUNSCRIPCIÓN 1 - NORTE,CASSIS MARTINEZ FERNANDO ISAAC,FERNANDO CASSIS,1,JPEM-000050-28-10-2020,10/28/20 0:00
174,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,19,UNION ECUATORIANA,,,MANABI                                            ,CIRCUNSCRIPCIÓN 1 - NORTE,MARCILLO BENAVIDES JESUS DAVID,JESUS DAVID MARCILLO,3,JPEM-000050-28-10-2020,10/28/20 0:00
175,,,PRESIDENTE Y VICEPRESIDENTE,25,MOVIMIENTO CONSTRUYE,,,ECUADOR                                           ,,VELASCO TORRES JUAN FERNANDO,JUAN FERNANDO VELASCO TORRES,1,PLE-CNE-45-13-10-2020,10/13/20 0:00
176,,,ASAMBLEISTAS PROVINCIALES,61,MOVIMIENTO POLÍTICO PENINSULAR CREYENDO EN NUESTRA GENTE,,,SANTA ELENA                                       ,,YUGCHA CORRALES DAMARIS NATALY,DAMARIS YUGCHA CORRALES,2,CNE-JPESE-06-07-10-2020,10/7/20 18:00
176,,,ASAMBLEISTAS PROVINCIALES,61,MOVIMIENTO POLÍTICO PENINSULAR CREYENDO EN NUESTRA GENTE,,,SANTA ELENA                                       ,,VILLAO BORBOR RAUL ELIAS,RAUL VILLAO BORBOR,1,CNE-JPESE-06-07-10-2020,10/7/20 18:00
176,,,ASAMBLEISTAS PROVINCIALES,61,MOVIMIENTO POLÍTICO PENINSULAR CREYENDO EN NUESTRA GENTE,,,SANTA ELENA                                       ,,BASILIO GONZALEZ EDUARDO AURELIO,EDUARDO BASILIO GONZALEZ,3,CNE-JPESE-06-07-10-2020,10/7/20 18:00
177,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,12,PARTIDO IZQUIERDA DEMOCRÁTICA,,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN 3 QUITO RURAL,CARRION ALMEIDA OLGA ELVIRA,OLGA CARRION,2,CNE-JPEP-SP-08-22-10-2020,10/22/20 0:00
177,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,12,PARTIDO IZQUIERDA DEMOCRÁTICA,,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN 3 QUITO RURAL,CADENA CARRERA MARLON WULESTER,MARLON CADENA,1,CNE-JPEP-SP-08-22-10-2020,10/22/20 0:00
177,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,12,PARTIDO IZQUIERDA DEMOCRÁTICA,,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN 3 QUITO RURAL,ULCO QUINCHIMBA EVELYN YESENIA,EVELYN ULCO,4,CNE-JPEP-SP-08-22-10-2020,10/22/20 0:00
177,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,12,PARTIDO IZQUIERDA DEMOCRÁTICA,,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN 3 QUITO RURAL,TITUAÑA VELASCO MARCO VINICIO,MARCO TITUAÑA,3,CNE-JPEP-SP-08-22-10-2020,10/22/20 0:00
178,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,12,PARTIDO IZQUIERDA DEMOCRÁTICA,,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN RESTO DE PICHINCHA,GUAMANI VASQUEZ LUDVIA YESEÑA,YESEÑA GUAMANI VASQUEZ,1,CNE-JPEP-SP-09-22-10-2020,10/22/20 0:00
178,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,12,PARTIDO IZQUIERDA DEMOCRÁTICA,,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN RESTO DE PICHINCHA,GUARDERAS ASIMBAYA HUGO RENE,HUGO RENE GUARDERAS,2,CNE-JPEP-SP-09-22-10-2020,10/22/20 0:00
178,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,12,PARTIDO IZQUIERDA DEMOCRÁTICA,,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN RESTO DE PICHINCHA,COLLAGUAZO SIMBA SILVIA YOLANDA,SILVIA COLLAGUAZO,3,CNE-JPEP-SP-09-22-10-2020,10/22/20 0:00
180,,,ASAMBLEISTAS PROVINCIALES,6,PARTIDO SOCIAL CRISTIANO,,,ORELLANA                                          ,,VICENTE JIMENEZ ROSA BENIGNA,ROSA VICENTE JIMENEZ,2,PLE-JPEO-3-13-10-2020,10/13/20 0:00
180,,,ASAMBLEISTAS PROVINCIALES,6,PARTIDO SOCIAL CRISTIANO,,,ORELLANA                                          ,,HIDALGO BIFARINI GUILLERMO ESTUARDO,ESTUARDO HIDALGO BIFARINI,1,PLE-JPEO-3-13-10-2020,10/13/20 0:00
182,,,ASAMBLEISTAS PROVINCIALES,62,MOVIMIENTO POLITICO  FRENTE DE LUCHA CIUDADANA,,,SANTA ELENA                                       ,,GONZABAY SALINAS DIONICIO ROMAN,DIONICIO GONZABAY,1,CNE-JPESE-10-09-10-2020,10/9/20 12:00
182,,,ASAMBLEISTAS PROVINCIALES,62,MOVIMIENTO POLITICO  FRENTE DE LUCHA CIUDADANA,,,SANTA ELENA                                       ,,LAYANA VARAS ANA PATRICIA,ANA LAYANA,2,CNE-JPESE-10-09-10-2020,10/9/20 12:00
182,,,ASAMBLEISTAS PROVINCIALES,62,MOVIMIENTO POLITICO  FRENTE DE LUCHA CIUDADANA,,,SANTA ELENA                                       ,,LIMONES PERERO GIANCARLOS FABIAN,GIANCARLOS LIMONES,3,CNE-JPESE-10-09-10-2020,10/9/20 12:00
184,,,ASAMBLEISTAS PROVINCIALES,10,PARTIDO FUERZA EC,,,EL ORO                                            ,,ALAVA ROJAS WASHINGTON DAVID,DAVID ALAVA ROJAS,3,JPLE-JPEORO-003-10-2020PERM,10/5/20 0:00
184,,,ASAMBLEISTAS PROVINCIALES,10,PARTIDO FUERZA EC,,,EL ORO                                            ,,ANDRADE ZAMBRANO RUTH ELIZABETH,RUTH ANDRADE ZAMBRANO,4,JPLE-JPEORO-003-10-2020PERM,10/5/20 0:00
184,,,ASAMBLEISTAS PROVINCIALES,10,PARTIDO FUERZA EC,,,EL ORO                                            ,,CAICEDO RAMON MANUEL MESIAS,MANUEL CAICEDO RAMON,5,JPLE-JPEORO-003-10-2020PERM,10/5/20 0:00
184,,,ASAMBLEISTAS PROVINCIALES,10,PARTIDO FUERZA EC,,,EL ORO                                            ,,LEON BAJAÑA ROSA DEIFILIA,ROSA LEON BAJAÑA,2,JPLE-JPEORO-003-10-2020PERM,10/5/20 0:00
184,,,ASAMBLEISTAS PROVINCIALES,10,PARTIDO FUERZA EC,,,EL ORO                                            ,,BEJARANO UNUZUNGO JAIME RIGOBERTO,JAIME BEJARANO UNUZUNGO,1,JPLE-JPEORO-003-10-2020PERM,10/5/20 0:00
186,,,PARLAMENTARIOS ANDINOS,2,PARTIDO UNIDAD POPULAR,,,ECUADOR                                           ,,RECALDE ANDRADE ERNA AUGUSTA,AUGUSTA RECALDE,3,PLE-CNE-58-16-10-2020,10/16/20 0:00
186,,,PARLAMENTARIOS ANDINOS,2,PARTIDO UNIDAD POPULAR,,,ECUADOR                                           ,,QUISHPE FARINANGO CARLOS IGNACIO,CARLOS QUISHPE,4,PLE-CNE-58-16-10-2020,10/16/20 0:00
186,,,PARLAMENTARIOS ANDINOS,2,PARTIDO UNIDAD POPULAR,,,ECUADOR                                           ,,MENDOZA REYNOSO ANDRES ALFREDO,ANDRES MENDOZA,2,PLE-CNE-58-16-10-2020,10/16/20 0:00
186,,,PARLAMENTARIOS ANDINOS,2,PARTIDO UNIDAD POPULAR,,,ECUADOR                                           ,,LUCAS BARREZUETA KARLA ELIZABETH,KARLA LUCAS,5,PLE-CNE-58-16-10-2020,10/16/20 0:00
186,,,PARLAMENTARIOS ANDINOS,2,PARTIDO UNIDAD POPULAR,,,ECUADOR                                           ,,CACHAGUAY OBANDO MAYRA CRISTINA,CRISTINA CACHAGUAY,1,PLE-CNE-58-16-10-2020,10/16/20 0:00
189,,,ASAMBLEISTAS PROVINCIALES,6,PARTIDO SOCIAL CRISTIANO,,,LOS RIOS                                          ,,BURBANO MORALES JESSICA ENRIQUETA,JESSICA BURBANO,6,CNE-JPELR-06-13-10-2020,10/13/20 18:18
189,,,ASAMBLEISTAS PROVINCIALES,6,PARTIDO SOCIAL CRISTIANO,,,LOS RIOS                                          ,,TERAN BARRAGAN JOHNNY ENRIQUE,JOHNNY TERAN,1,CNE-JPELR-06-13-10-2020,10/13/20 18:18
189,,,ASAMBLEISTAS PROVINCIALES,6,PARTIDO SOCIAL CRISTIANO,,,LOS RIOS                                          ,,CALDERON INTRIAGO SIRLEY PAOLA,PAOLA CALDERON,2,CNE-JPELR-06-13-10-2020,10/13/20 18:18
189,,,ASAMBLEISTAS PROVINCIALES,6,PARTIDO SOCIAL CRISTIANO,,,LOS RIOS                                          ,,AVILES CERCADO MIRNA YALENA,MIRNA AVILES,4,CNE-JPELR-06-13-10-2020,10/13/20 18:18
189,,,ASAMBLEISTAS PROVINCIALES,6,PARTIDO SOCIAL CRISTIANO,,,LOS RIOS                                          ,,UBILLA ROMERO ADRIANO SANTIAGO,ADRIANO UBILLA,3,CNE-JPELR-06-13-10-2020,10/13/20 18:18
189,,,ASAMBLEISTAS PROVINCIALES,6,PARTIDO SOCIAL CRISTIANO,,,LOS RIOS                                          ,,MOREIRA VASQUEZ LEYTON LUIS,LEYTON MOREIRA,5,CNE-JPELR-06-13-10-2020,10/13/20 18:18
190,,,ASAMBLEISTAS PROVINCIALES,12,PARTIDO IZQUIERDA DEMOCRÁTICA,,,CARCHI                                            ,,DE LA VEGA REYES CARLA ANDREA,CARLA DE LA VEGA,2,PLE-JPEC-5-05-10-2020,10/5/20 0:00
190,,,ASAMBLEISTAS PROVINCIALES,12,PARTIDO IZQUIERDA DEMOCRÁTICA,,,CARCHI                                            ,,TERAN VARELA GALO FERNANDO,GALO TERAN VARELA,3,PLE-JPEC-5-05-10-2020,10/5/20 0:00
190,,,ASAMBLEISTAS PROVINCIALES,12,PARTIDO IZQUIERDA DEMOCRÁTICA,,,CARCHI                                            ,,NARVAEZ GARZON RAMIRO VLADIMIR,RAMIRO NARVAEZ,1,PLE-JPEC-5-05-10-2020,10/5/20 0:00
191,,,PRESIDENTE Y VICEPRESIDENTE,33,MOVIMIENTO NACIONAL PODEMOS,,,ECUADOR                                           ,,CARRASCO CARPIO PAUL ERNESTO,PAUL ERNESTO CARRASCO,1,NOTIFICACIÓN NO. 000470 PLE-CNE-85-13-11-2020 ,11/20/20 0:00
193,,,ASAMBLEISTAS PROVINCIALES,2,PARTIDO UNIDAD POPULAR,,,NAPO                                              ,,MONTES MOROCHO MARIO FERNANDO,MARIO MONTES,1,JPEN-013-14-10-2020,10/14/20 0:00
193,,,ASAMBLEISTAS PROVINCIALES,2,PARTIDO UNIDAD POPULAR,,,NAPO                                              ,,ALVARADO CHIMBO ALEJANDRA BRIGITH,ALEJANDRA ALVARADO,2,JPEN-013-14-10-2020,10/14/20 0:00
194,,,ASAMBLEISTAS PROVINCIALES,6,PARTIDO SOCIAL CRISTIANO,,,COTOPAXI                                          ,,CAÑIZARES ALBUJA JUAN FRANCISCO,FRANCISCO CAÑIZARES ALBUJA,1,PLE-JPECX-1-6-10-2020,10/7/20 14:34
194,,,ASAMBLEISTAS PROVINCIALES,6,PARTIDO SOCIAL CRISTIANO,,,COTOPAXI                                          ,,PARREÑO JACOME KATHERIN PAMELA,PAMELA PARREÑO JACOME,2,PLE-JPECX-1-6-10-2020,10/7/20 14:34
194,,,ASAMBLEISTAS PROVINCIALES,6,PARTIDO SOCIAL CRISTIANO,,,COTOPAXI                                          ,,RONQUILLO CANDO JOSE DAVID,DAVID RONQUILLO CANDO,3,PLE-JPECX-1-6-10-2020,10/7/20 14:34
194,,,ASAMBLEISTAS PROVINCIALES,6,PARTIDO SOCIAL CRISTIANO,,,COTOPAXI                                          ,,ESCOBAR PAEZ KAREN VICTORIA,KAREN VICTORIA ESCOBAR PAEZ,4,PLE-JPECX-1-6-10-2020,10/7/20 14:34
197,,,ASAMBLEISTAS PROVINCIALES,2,PARTIDO UNIDAD POPULAR,,,SANTA ELENA                                       ,,GONZABAY FLORES CRUZ FERNANDO,FERNANDO GONZABAY FLORES,1,CNE-JPESE-05-02-10-2020,10/6/20 9:00
197,,,ASAMBLEISTAS PROVINCIALES,2,PARTIDO UNIDAD POPULAR,,,SANTA ELENA                                       ,,LOGROÑO JIMENEZ RAQUEL CRISTINA,CRISTINA LOGROÑO,2,CNE-JPESE-05-02-10-2020,10/6/20 9:00
197,,,ASAMBLEISTAS PROVINCIALES,2,PARTIDO UNIDAD POPULAR,,,SANTA ELENA                                       ,,CHIPRE PLUAS ELIAS,ELIAS CHIPRE,3,CNE-JPESE-05-02-10-2020,10/6/20 9:00
198,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,8,PARTIDO POLÍTICO AVANZA,,,MANABI                                            ,CIRCUNSCRIPCIÓN 2 - SUR,VIVAR SEGOVIA MARIA YESENIA,YESENIA VIVAR,4,JPEM-0000051-29-10-2020,10/29/20 17:00
198,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,8,PARTIDO POLÍTICO AVANZA,,,MANABI                                            ,CIRCUNSCRIPCIÓN 2 - SUR,PESANTEZ FRANCO CARLOS XAVIER,CARLOS PESANTEZ,5,JPEM-0000051-29-10-2020,10/29/20 17:00
198,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,8,PARTIDO POLÍTICO AVANZA,,,MANABI                                            ,CIRCUNSCRIPCIÓN 2 - SUR,CARDONA BATALLAS MALENA ALANNA,MALENA CARDONA,2,JPEM-0000051-29-10-2020,10/29/20 17:00
198,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,8,PARTIDO POLÍTICO AVANZA,,,MANABI                                            ,CIRCUNSCRIPCIÓN 2 - SUR,ALAVA GAVILANEZ JOSE LUIS,JOSE LUIS ALAVA,3,JPEM-0000051-29-10-2020,10/29/20 17:00
198,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,8,PARTIDO POLÍTICO AVANZA,,,MANABI                                            ,CIRCUNSCRIPCIÓN 2 - SUR,GARCIA CANO LUIGI FRANCISCO,LUIGI GARCIA,1,JPEM-0000051-29-10-2020,10/29/20 17:00
204,,,ASAMBLEISTAS PROVINCIALES,12,PARTIDO IZQUIERDA DEMOCRÁTICA,,,ORELLANA                                          ,,VEGA HIDALGO YOMARA GABRIELA,GABRIELA VEGA,2,PLE-JPEO-2-14-10-2020,10/14/20 0:00
204,,,ASAMBLEISTAS PROVINCIALES,12,PARTIDO IZQUIERDA DEMOCRÁTICA,,,ORELLANA                                          ,,LOZADA CORTEZ ALFONSO GUILLERMO,ALFONSO LOZADA,1,PLE-JPEO-2-14-10-2020,10/14/20 0:00
205,,,ASAMBLEISTAS NACIONALES,10,PARTIDO FUERZA EC,,,ECUADOR                                           ,,BUCARAM ORTIZ ABDALA,ABDALA BUCARAM ORTIZ,1,CAUSA 121-2020-TCE,10/27/20 0:00
205,,,ASAMBLEISTAS NACIONALES,10,PARTIDO FUERZA EC,,,ECUADOR                                           ,,BUCARAM MACHUCA ABDALA JACOBO,ABDALA BUCARAM MACHUCA,7,CAUSA 121-2020-TCE,10/27/20 0:00
205,,,ASAMBLEISTAS NACIONALES,10,PARTIDO FUERZA EC,,,ECUADOR                                           ,,CASTRO DAGER GUILLERMO ANTONIO,GUILLERMO CASTRO DAGER,3,CAUSA 121-2020-TCE,10/27/20 0:00
205,,,ASAMBLEISTAS NACIONALES,10,PARTIDO FUERZA EC,,,ECUADOR                                           ,,ARMENDARIZ MASAQUIZA PAMELA ESTEFANIA,PAMELA ARMENDARIZ MASAQUIZA,8,CAUSA 121-2020-TCE,10/27/20 0:00
205,,,ASAMBLEISTAS NACIONALES,10,PARTIDO FUERZA EC,,,ECUADOR                                           ,,AGUIRRE RODRIGUEZ FRANCISCO XAVIER,XAVIER AGUIRRE RODRIGUEZ,5,CAUSA 121-2020-TCE,10/27/20 0:00
205,,,ASAMBLEISTAS NACIONALES,10,PARTIDO FUERZA EC,,,ECUADOR                                           ,,POZO PALACIOS MARCOS RAFAEL,MARCOS POZO PALACIOS,13,CAUSA 121-2020-TCE,10/27/20 0:00
205,,,ASAMBLEISTAS NACIONALES,10,PARTIDO FUERZA EC,,,ECUADOR                                           ,,PERALTA CAICEDO ROBERTO ARMANDO,ROBERTO PERALTA CAICEDO,11,CAUSA 121-2020-TCE,10/27/20 0:00
205,,,ASAMBLEISTAS NACIONALES,10,PARTIDO FUERZA EC,,,ECUADOR                                           ,,VEGA ZAMBRANO ICELA ESTHER,ICELA VEGA ZAMBRANO,10,CAUSA 121-2020-TCE,10/27/20 0:00
205,,,ASAMBLEISTAS NACIONALES,10,PARTIDO FUERZA EC,,,ECUADOR                                           ,,MORA MERA TATIANA ALEXANDRA,TATIANA MORA MERA,2,CAUSA 121-2020-TCE,10/27/20 0:00
205,,,ASAMBLEISTAS NACIONALES,10,PARTIDO FUERZA EC,,,ECUADOR                                           ,,MALDONADO GEIMON SHIRLEY MARISOL,SHIRLEY MALDONADO GEIMON,12,CAUSA 121-2020-TCE,10/27/20 0:00
205,,,ASAMBLEISTAS NACIONALES,10,PARTIDO FUERZA EC,,,ECUADOR                                           ,,MURILLO MERINO VERONICA ALEXANDRA,VERONICA MURILLO MERINO,14,CAUSA 121-2020-TCE,10/27/20 0:00
205,,,ASAMBLEISTAS NACIONALES,10,PARTIDO FUERZA EC,,,ECUADOR                                           ,,SANCHEZ VALENCIA ELEUTERIO LEONARDO,ELEUTERIO SANCHEZ VALENCIA,15,CAUSA 121-2020-TCE,10/27/20 0:00
205,,,ASAMBLEISTAS NACIONALES,10,PARTIDO FUERZA EC,,,ECUADOR                                           ,,MOREANO GARCIA OSWALDO ANIBAL,OSWALDO MOREANO GARCIA,9,CAUSA 121-2020-TCE,10/27/20 0:00
205,,,ASAMBLEISTAS NACIONALES,10,PARTIDO FUERZA EC,,,ECUADOR                                           ,,CEVALLOS CAPURRO DENNY MARELY,DENNY CEVALLOS CAPURRO,4,CAUSA 121-2020-TCE,10/27/20 0:00
205,,,ASAMBLEISTAS NACIONALES,10,PARTIDO FUERZA EC,,,ECUADOR                                           ,,MARCILLO ALVARADO DORIS BELEN,DORIS MARCILLO ALVARADO,6,CAUSA 121-2020-TCE,10/27/20 0:00
209,,,ASAMBLEISTAS PROVINCIALES,12,PARTIDO IZQUIERDA DEMOCRÁTICA,,,AZUAY                                             ,,QUEZADA PATIÑO IVONNE MARGARITA,IVONNE QUEZADA PATIÑO,2,JPEA-CNE-6-11-10-2020,10/11/20 0:00
209,,,ASAMBLEISTAS PROVINCIALES,12,PARTIDO IZQUIERDA DEMOCRÁTICA,,,AZUAY                                             ,,FLORES LAZO ELIZABETH TERESA,ELIZABETH FLORES LAZO,4,JPEA-CNE-6-11-10-2020,10/11/20 0:00
209,,,ASAMBLEISTAS PROVINCIALES,12,PARTIDO IZQUIERDA DEMOCRÁTICA,,,AZUAY                                             ,,OCHOA RODRIGUEZ FERNANDO ESTEBAN,FERNANDO OCHOA RODRIGUEZ,5,JPEA-CNE-6-11-10-2020,10/11/20 0:00
209,,,ASAMBLEISTAS PROVINCIALES,12,PARTIDO IZQUIERDA DEMOCRÁTICA,,,AZUAY                                             ,,LEDESMA AYORA MARCO ANTONIO,MARCO LEDESMA AYORA,3,JPEA-CNE-6-11-10-2020,10/11/20 0:00
209,,,ASAMBLEISTAS PROVINCIALES,12,PARTIDO IZQUIERDA DEMOCRÁTICA,,,AZUAY                                             ,,FAJARDO CAMPOVERDE RODRIGO OLMEDO,RODRIGO FAJARDO CAMPOVERDE,1,JPEA-CNE-6-11-10-2020,10/11/20 0:00
211,,,ASAMBLEISTAS PROVINCIALES,19,UNION ECUATORIANA,,,GALAPAGOS                                         ,,GARCIA MORALES OLIMPIDO ISMAEL,OLIMPIDO GARCIA,1,N°006-CNE-JPEG-09-10-2020,10/9/20 18:50
211,,,ASAMBLEISTAS PROVINCIALES,19,UNION ECUATORIANA,,,GALAPAGOS                                         ,,ARMIJOS ROMERO ERIKA MARICELA,ERIKA ARMIJOS,2,N°006-CNE-JPEG-09-10-2020,10/9/20 18:50
212,,,ASAMBLEISTAS PROVINCIALES,33,MOVIMIENTO NACIONAL PODEMOS,,,ZAMORA CHINCHIPE                                  ,,ORTEGA VEGAS JUAN MEDARDO,JUAN MEDARDO ORTEGA,1,PLE-CNE-JPEZCH-14-11-11-2020,11/11/20 21:00
212,,,ASAMBLEISTAS PROVINCIALES,33,MOVIMIENTO NACIONAL PODEMOS,,,ZAMORA CHINCHIPE                                  ,,PATIÑO RIVERA LEIDY ELIZABETH,LEIDY ELIZABETH PATIÑO RIVERA,2,PLE-CNE-JPEZCH-14-11-11-2020,11/11/20 21:00
214,,,ASAMBLEISTAS PROVINCIALES,4,MOVIMIENTO ECUATORIANO UNIDO,,,ESMERALDAS                                        ,,YEPEZ AGUIRRE JOSE ANTONIO,JOSE ANTONIO YEPEZ,3,PLE-JPEE-017-12-10-2020,10/12/20 0:00
214,,,ASAMBLEISTAS PROVINCIALES,4,MOVIMIENTO ECUATORIANO UNIDO,,,ESMERALDAS                                        ,,SALTOS CAICEDO JOHANA ALEJANDRA,JOHANA SALTOS CAICEDO,4,PLE-JPEE-017-12-10-2020,10/12/20 0:00
214,,,ASAMBLEISTAS PROVINCIALES,4,MOVIMIENTO ECUATORIANO UNIDO,,,ESMERALDAS                                        ,,GOMEZ CASTILLO GRACE GABRIELA,GRACE CASTILLO,2,PLE-JPEE-017-12-10-2020,10/12/20 0:00
214,,,ASAMBLEISTAS PROVINCIALES,4,MOVIMIENTO ECUATORIANO UNIDO,,,ESMERALDAS                                        ,,CARRILLO MONTAÑO JEFFERSON JOJAIRO,JEFFERSON CARRILLO,1,PLE-JPEE-017-12-10-2020,10/12/20 0:00
216,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,2,PARTIDO UNIDAD POPULAR,,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN RESTO DE PICHINCHA,NARVAEZ DIAZ JORGE EDUARDO,JORGE NARVAEZ,3,CNE-JPEP-12-12-10-2020,10/12/20 0:00
216,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,2,PARTIDO UNIDAD POPULAR,,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN RESTO DE PICHINCHA,ROBALINO FARINANGO MARIA OLIVIA,OLIVIA ROBALINO,2,CNE-JPEP-12-12-10-2020,10/12/20 0:00
216,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,2,PARTIDO UNIDAD POPULAR,,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN RESTO DE PICHINCHA,BUELVA YASACA CESAR,CESAR BUELVA YASACA,1,CNE-JPEP-12-12-10-2020,10/12/20 0:00
217,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,2,PARTIDO UNIDAD POPULAR,,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN 2 CENTRO-SUR,ERAZO HIDALGO NELSON ARMANDO,NELSON ERAZO,1,CNE-JPEP-SP-10-12-10-2020,10/12/20 0:00
217,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,2,PARTIDO UNIDAD POPULAR,,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN 2 CENTRO-SUR,CASTILLO QUISHPE GUILLERMO FRANCISCO,GUILLERMO CASTILLO,3,CNE-JPEP-SP-10-12-10-2020,10/12/20 0:00
217,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,2,PARTIDO UNIDAD POPULAR,,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN 2 CENTRO-SUR,CHICAIZA SINCHIGUANO BLANCA GRIMALDA,BLANCA CHICAIZA,2,CNE-JPEP-SP-10-12-10-2020,10/12/20 0:00
217,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,2,PARTIDO UNIDAD POPULAR,,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN 2 CENTRO-SUR,AGUIRRE PERALVO LUIS SANTIAGO,LUIS AGUIRRE,5,CNE-JPEP-SP-10-12-10-2020,10/12/20 0:00
217,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,2,PARTIDO UNIDAD POPULAR,,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN 2 CENTRO-SUR,CAMPOVERDE BEDON KARELLYS ABIGAIL,KARELLYS CAMPOVERDE,4,CNE-JPEP-SP-10-12-10-2020,10/12/20 0:00
220,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,23,PARTIDO POLÍTICO SOCIEDAD UNIDA MÁS ACCIÓN,,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN 2 CENTRO-SUR,HERRERA VIVAS KAROL PAOLA,KAROL HERRERA,5,CNE-JPEP-SP-07-26-10-2020,10/26/20 0:00
220,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,23,PARTIDO POLÍTICO SOCIEDAD UNIDA MÁS ACCIÓN,,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN 2 CENTRO-SUR,JACOME CAHUEÑAS DANIEL ALEJANDRO,DANIEL JACOME,2,CNE-JPEP-SP-07-26-10-2020,10/26/20 0:00
